,0,1,2,3,4,5,6,7,8
433,M,0.545,0.42,,0.7505,0.2475,0.13,0.255,22.0
434,I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,
435,M,0.5,,0.15,0.662,0.2815,0.137,0.22,11.0
436,I,0.36,0.275,0.095,0.217,0.084,,,7.0
437,I,0.385,,0.095,0.252,0.0915,0.055,0.09,14.0
438,M,0.39,0.3,,0.3055,0.143,,0.085,
439,M,,,,0.6885,,,0.25,13.0
440,I,0.36,,,0.2335,0.095,0.0525,0.085,10.0
441,I,,,,0.192,0.0785,0.0585,0.07,8.0
442,F,0.505,,,0.85,0.275,0.1625,0.285,19.0
443,I,,0.295,0.1,0.2715,0.134,0.0325,0.085,10.0
444,F,,,,,0.159,0.077,,10.0
445,F,0.56,0.455,0.19,0.714,,0.129,0.275,9.0
446,M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13.0
447,,,0.455,0.185,0.9265,0.354,0.1575,0.375,
448,M,0.605,0.5,0.175,,,,,12.0
449,F,0.565,0.455,0.15,,0.365,,0.26,18.0
450,M,0.725,0.565,0.215,,0.6975,0.4725,0.58,16.0
451,F,0.675,0.535,0.16,1.41,0.592,0.3175,,16.0
452,F,,0.555,0.195,,0.581,0.354,,
453,F,,,0.155,0.9245,0.405,,0.255,11.0
454,F,0.645,0.55,,,0.57,0.3045,0.33,
455,M,,0.47,,0.8375,0.3485,0.1735,0.24,11.0
456,F,0.64,0.54,0.175,1.221,,0.259,0.39,15.0
457,I,,0.28,0.105,0.199,0.0695,0.045,,
458,I,0.415,,0.11,0.2965,0.123,0.057,0.0995,
459,F,,0.41,0.135,,0.293,0.1525,0.235,11.0
460,M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,
461,F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12.0
462,,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,
463,,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5.0
464,,,0.195,,,0.0255,0.02,0.025,6.0
465,I,0.175,,0.05,0.0235,0.008,0.0035,,5.0
466,F,0.67,,0.19,1.3905,0.5425,0.3035,0.4,12.0
467,M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13.0
468,F,0.68,0.55,0.21,1.7445,0.5975,0.305,,17.0
469,M,,0.555,0.2,1.4385,0.545,0.2665,0.465,
470,F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,
471,F,,,0.12,0.646,0.2895,0.1405,,10.0
472,I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9.0
473,F,0.52,0.405,0.12,0.627,,0.1415,0.181,11.0
474,F,0.545,0.415,0.16,0.7715,0.272,,0.2765,10.0
475,M,,0.415,0.175,,0.261,0.1395,0.2645,17.0
476,F,,,0.115,0.421,0.1565,0.091,,9.0
477,M,,,0.175,,,0.254,,17.0
478,M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21.0
479,,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16.0
480,F,,0.585,0.185,1.8075,0.7055,0.3215,0.475,29.0
481,M,0.575,0.4,0.155,,0.3605,,0.3,17.0
482,M,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,
483,F,0.58,0.46,0.15,,0.429,,0.26,
484,M,0.63,0.48,0.145,1.0115,,,0.305,12.0
485,F,0.585,0.465,0.14,,0.381,0.1615,0.315,13.0
486,M,0.55,0.45,0.13,0.92,0.378,0.2385,,11.0
487,F,0.625,,0.15,1.2415,0.5235,,0.36,15.0
488,,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,
489,F,0.57,0.455,0.165,,0.44,0.2195,0.285,
490,M,0.59,0.455,0.145,1.073,,0.19,0.285,14.0
491,,0.58,0.46,,0.921,0.357,0.181,0.29,13.0
492,F,0.655,0.51,0.155,1.2895,0.5345,,0.41,11.0
493,,0.655,0.53,0.175,1.2635,0.486,0.2635,,15.0
494,M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17.0
495,F,0.625,0.5,0.15,0.953,0.3445,0.2235,,15.0
496,F,0.64,0.52,0.175,1.248,,0.2595,0.48,12.0
497,F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19.0
498,F,0.615,0.525,,1.0385,0.427,0.2315,,11.0
499,M,,0.45,0.175,0.874,,,,10.0
500,F,0.58,0.44,0.18,0.854,0.3665,,0.245,12.0
501,F,,0.52,0.225,1.1835,0.378,,0.395,23.0
502,,,0.47,0.225,1.115,0.378,0.2145,0.36,15.0
503,,0.6,0.505,,1.129,0.4385,0.256,0.36,13.0
504,F,0.625,,0.19,,0.4385,0.2305,0.42,17.0
505,M,0.6,0.47,0.175,1.105,0.4865,0.247,,15.0
506,,0.56,0.46,,0.8395,0.3325,0.157,0.305,12.0
507,,0.585,0.455,,1.055,0.3815,0.221,0.365,
508,M,,0.435,,0.889,0.36,0.204,0.25,11.0
509,I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16.0
510,I,0.68,,0.185,1.1095,0.439,0.245,0.34,10.0
511,F,0.455,,0.14,0.5185,0.221,,0.135,10.0
512,F,0.49,0.38,0.145,0.6725,0.249,,0.21,10.0
513,M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6.0
514,F,0.275,0.195,0.07,0.08,0.031,0.0215,,
515,M,,0.195,0.08,0.1,,,0.03,6.0
516,M,,0.29,0.115,0.2795,,0.0575,0.075,9.0
517,M,0.28,,,0.0915,0.033,,0.03,
518,M,,0.23,0.09,0.147,0.06,0.034,0.045,4.0
519,F,,0.25,,0.203,0.078,0.059,0.055,6.0
520,M,,0.15,0.05,0.0385,0.0155,0.0085,0.01,3.0
521,,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5.0
522,I,0.365,0.26,0.115,,,0.0445,0.07,9.0
523,M,0.2,0.14,,0.035,0.0145,0.008,0.01,5.0
524,M,,0.16,0.06,0.0545,0.0265,0.0095,0.015,4.0
525,M,0.175,0.125,0.04,,0.0095,,0.005,4.0
526,,0.155,,,0.0155,0.0065,0.003,0.005,3.0
527,F,0.57,0.445,,0.733,,,0.235,14.0
528,F,0.57,,,0.9715,0.3965,0.255,0.26,
529,M,0.385,0.3,0.095,0.24,0.0885,,0.085,9.0
530,I,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20.0
531,F,0.46,0.355,0.13,0.458,0.192,,0.13,
532,I,0.47,0.37,0.12,,,0.1055,0.155,12.0
533,F,0.435,,0.11,0.38,0.1695,0.086,0.11,
534,I,0.47,0.37,,0.4985,,,0.145,10.0
535,I,,0.38,0.13,0.454,,,0.155,11.0
536,I,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11.0
537,M,,0.23,0.075,0.1165,0.043,0.0255,0.04,
538,M,0.275,,0.07,,0.0335,0.02,0.0325,5.0
539,F,0.375,0.29,0.115,0.2705,,0.066,0.0885,
540,F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15.0
541,F,0.44,0.355,,0.415,0.1585,0.0925,0.131,11.0
542,,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15.0
543,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,
544,F,0.38,0.29,0.105,0.257,,0.051,0.085,10.0
545,,0.32,,0.075,0.1555,0.0585,,0.049,
546,,0.255,0.195,0.065,0.08,0.0315,,0.027,8.0
547,M,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7.0
548,F,0.565,0.45,0.16,0.795,0.3605,0.1555,,
549,I,0.555,0.425,0.18,0.875,0.3695,,0.255,11.0
550,I,0.65,,,1.1625,0.495,0.203,0.33,
551,I,0.615,0.49,0.155,,0.4145,0.195,0.345,13.0
552,I,0.56,0.44,0.165,0.8,0.335,0.1735,,12.0
553,I,0.48,0.37,0.12,0.514,0.2075,0.131,,13.0
554,I,0.485,0.39,0.125,0.591,0.287,0.141,0.12,
555,I,,0.385,,0.6265,,0.1665,0.16,10.0
556,I,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14.0
557,F,0.66,,0.165,1.1905,0.4585,0.298,0.37,12.0
558,F,0.66,,0.17,,,0.2625,0.44,
559,I,0.52,0.4,0.145,,0.267,0.1055,0.22,13.0
560,F,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8.0
561,I,0.515,0.4,,0.659,0.2705,0.179,0.17,13.0
562,F,0.475,0.35,0.115,0.452,0.1715,,0.155,11.0
563,F,0.545,0.415,0.15,0.7335,0.2795,,0.2185,11.0
564,F,0.47,0.355,0.13,0.5465,0.2005,0.126,,14.0
565,M,,0.255,0.065,0.179,0.0705,0.0385,0.06,10.0
566,,0.485,0.355,0.13,0.581,,,0.168,12.0
567,,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12.0
568,M,,,0.08,0.1085,0.041,0.0265,0.0345,
569,F,0.41,0.32,0.115,0.387,0.165,,,11.0
570,I,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16.0
571,,,0.345,0.135,0.443,0.1975,0.0875,0.1175,14.0
572,F,0.59,0.455,0.155,1.066,0.382,,0.415,
573,F,0.57,0.44,,,0.3785,0.201,0.305,17.0
574,I,0.61,0.475,0.15,0.9665,0.4145,,,10.0
575,F,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11.0
576,,0.56,0.425,0.14,0.9175,,0.1975,0.26,
577,F,0.585,,0.175,0.982,0.4055,,0.27,
578,I,,0.445,0.15,0.8865,0.383,0.209,0.255,11.0
579,,,0.48,0.175,1.3675,0.5015,0.3035,0.515,17.0
580,F,0.625,,0.175,1.233,0.5565,0.247,,11.0
581,I,0.55,0.425,0.15,,0.376,0.171,0.245,14.0
582,F,0.645,,0.19,1.4635,0.6615,0.3435,0.435,
583,I,0.46,0.355,0.14,0.4935,0.216,,0.115,13.0
584,F,0.41,0.305,0.1,,0.1735,0.065,,11.0
585,I,0.495,,,0.6655,0.284,0.162,0.2,11.0
586,I,0.52,0.425,,0.6805,,0.174,0.195,10.0
587,,0.55,,0.145,0.8285,0.3095,0.1905,0.25,13.0
588,M,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,
589,F,0.405,,0.12,0.3095,0.138,0.058,0.095,13.0
590,,0.51,,0.15,0.745,0.2865,,0.235,
591,F,0.37,0.29,0.115,,0.111,,,
592,I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18.0
593,F,,0.52,0.18,1.514,0.526,0.2975,0.42,19.0
594,M,0.535,,0.15,0.6995,0.2575,0.153,0.24,12.0
595,I,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13.0
596,F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,
597,,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13.0
598,I,0.605,,0.145,1.054,0.369,0.2255,0.36,12.0
599,F,0.56,,0.195,,0.305,0.2245,0.335,
600,I,0.535,0.42,,0.926,0.398,0.1965,0.25,17.0
601,F,,0.315,,0.286,0.1225,,0.0835,10.0
602,,0.39,,0.1,,,0.06,0.0865,13.0
603,I,0.47,0.345,0.115,0.4885,0.2005,,0.166,11.0
604,I,0.515,0.39,0.14,,0.2,0.1135,,12.0
605,,,0.345,0.125,,0.16,0.0795,,
606,M,0.345,0.27,0.09,0.195,0.078,,0.059,9.0
607,I,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10.0
608,M,0.37,0.285,0.1,0.228,,0.0675,0.081,10.0
609,M,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,
610,F,0.44,,0.17,,0.15,0.0825,,12.0
611,,,0.145,0.05,0.032,0.01,,0.012,4.0
612,M,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9.0
613,I,0.495,,,0.4775,0.185,,0.169,
614,I,,0.35,,0.525,,0.1,0.1655,
615,M,0.415,,,0.3865,,,0.148,
616,F,0.47,,0.14,0.433,0.1525,,0.152,
617,M,,0.24,0.085,0.17,,0.047,0.049,7.0
618,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9.0
619,M,0.235,0.17,0.055,0.0515,0.018,0.0105,,7.0
620,M,,0.255,0.08,0.169,,0.0425,0.054,10.0
621,I,0.485,,0.14,0.673,0.2175,0.13,0.195,
622,F,0.5,0.385,,0.6785,0.2945,0.138,0.195,12.0
623,F,,0.385,0.105,0.498,,0.1095,0.17,17.0
624,,0.465,0.36,,0.498,0.214,0.116,0.14,15.0
625,F,0.525,0.405,0.16,0.658,,0.1125,0.225,12.0
626,F,0.425,0.335,0.095,0.322,,0.061,0.125,
627,F,0.38,0.305,,,0.1255,0.0525,,8.0
628,I,0.53,0.415,,,0.3845,0.185,0.265,21.0
629,M,0.34,0.265,0.085,,0.077,0.046,0.065,10.0
630,I,0.475,0.365,0.115,0.49,0.223,0.1235,,
631,,0.43,0.34,,0.391,0.1555,,,7.0
632,M,0.46,,0.125,0.467,0.1895,0.0945,0.158,10.0
633,I,0.47,0.36,0.13,0.5225,,0.1065,0.165,9.0
634,M,0.36,0.295,0.1,0.2105,0.066,,0.075,9.0
635,M,0.355,0.265,0.09,,0.05,,,
636,M,0.38,,0.1,,,,0.08,7.0
637,M,,0.26,,0.1905,,0.0485,0.055,6.0
638,I,,0.345,0.12,0.487,0.1965,0.108,0.16,14.0
639,F,0.51,0.4,0.13,0.5735,,,0.195,13.0
640,M,0.325,,0.085,0.173,0.0795,0.038,0.05,
641,I,0.62,0.485,0.18,,0.4675,,0.39,13.0
642,F,0.59,0.45,,0.9,0.358,0.156,,19.0
643,,0.33,0.255,,0.1875,0.0735,0.045,0.06,7.0
644,M,0.45,,,,0.1605,,0.105,9.0
645,I,0.445,,,0.347,,0.084,0.105,11.0
646,M,0.33,0.215,,0.1145,0.045,,0.035,6.0
647,M,0.48,0.375,0.145,,0.216,0.13,0.17,
648,I,0.46,,,0.4885,0.193,0.105,0.155,11.0
649,,0.475,0.36,,,0.1695,0.081,0.14,
650,,0.255,0.18,0.065,0.079,0.034,,0.025,
651,I,0.335,0.245,0.09,,0.0595,0.04,0.06,6.0
652,I,,,0.13,,,,,11.0
653,M,0.31,0.225,0.08,0.1345,,0.024,0.05,7.0
654,F,,0.28,,0.2305,,0.0465,0.075,10.0
655,M,0.295,0.215,0.075,0.129,0.05,,0.04,7.0
656,F,0.555,,0.165,,0.336,0.2315,,17.0
657,F,0.615,,0.17,1.14,0.4305,0.2245,0.42,
658,I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18.0
659,F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11.0
660,I,0.65,0.525,0.18,1.626,0.597,,0.53,18.0
661,I,0.535,0.45,0.17,,0.3055,0.1555,0.295,11.0
662,F,,0.34,0.13,0.3675,0.146,0.0885,0.12,10.0
663,F,0.38,,0.105,,0.1045,0.0615,0.09,
664,I,0.45,,0.12,0.412,0.1145,0.0665,0.16,19.0
665,,,0.295,,0.2245,,0.054,0.08,10.0
666,M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11.0
667,F,,0.38,0.15,0.605,0.2155,0.14,,15.0
668,,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13.0
669,F,,0.35,0.145,,,0.123,0.175,
670,M,,0.385,,,0.235,0.108,0.215,14.0
671,F,,0.38,0.155,0.655,0.2405,0.143,0.205,
672,F,0.53,0.41,,,0.24,0.169,0.24,19.0
673,,0.49,0.39,0.15,0.573,0.225,,0.17,21.0
674,F,0.49,,0.15,0.7865,0.241,0.14,0.24,
675,F,0.52,0.395,,,,0.11,0.245,22.0
676,M,0.54,,0.145,0.74,0.2635,0.168,,12.0
677,F,0.5,0.375,0.115,0.5945,,0.148,0.19,11.0
678,F,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23.0
679,F,0.37,0.275,0.1,0.2225,0.093,0.026,,8.0
680,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,
681,M,0.485,0.37,0.14,0.5725,0.204,,0.175,10.0
682,F,0.435,0.325,0.115,0.3915,0.154,,0.12,7.0
683,,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16.0
684,,0.51,0.4,0.14,0.6515,0.2455,0.1665,,10.0
685,,,0.44,0.185,0.909,0.344,,,15.0
686,F,0.535,0.4,,0.8045,,0.2125,0.21,13.0
687,F,0.535,0.405,0.125,,0.26,,0.345,
688,M,0.525,0.4,,0.7305,0.279,0.2055,0.195,
689,,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11.0
690,M,0.5,0.375,,,0.2535,,0.19,10.0
691,I,0.255,0.19,0.075,0.0865,,0.0205,,5.0
692,F,0.43,0.325,0.115,0.3865,0.1475,0.1065,,
693,M,,0.29,0.12,0.283,0.1175,0.0655,0.085,9.0
694,I,0.165,0.11,0.02,,,0.0025,0.005,4.0
695,I,0.315,0.23,,0.1285,0.043,0.04,,7.0
696,I,0.155,0.105,0.05,0.0175,0.005,0.0035,,4.0
697,M,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,
698,F,,0.335,0.12,0.444,,0.1145,0.14,13.0
699,F,0.395,0.315,0.105,0.3515,,0.091,0.1195,
700,M,0.385,0.285,0.105,0.2905,0.1215,,0.0875,12.0
701,,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14.0
702,F,0.445,0.33,,0.4525,,0.103,0.123,9.0
703,M,0.395,0.295,0.115,,,0.0595,0.1105,12.0
704,M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9.0
705,M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,
706,M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,
707,F,,0.26,,0.207,0.0775,0.0435,,10.0
708,M,,0.295,0.13,,0.0895,0.057,0.1005,10.0
709,I,0.295,0.225,0.09,0.1105,0.0405,,0.032,7.0
710,I,0.325,0.25,,0.176,0.0595,0.0355,0.063,
711,M,0.375,,0.1,0.2465,0.104,0.0475,0.083,11.0
712,I,0.28,0.205,,0.1135,,0.0275,0.0335,7.0
713,M,,0.265,0.085,,0.069,,0.0695,8.0
714,M,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9.0
715,I,0.275,,0.065,,0.0475,0.0205,0.03,
716,I,0.29,0.205,0.07,0.0975,,0.019,,8.0
717,I,0.25,0.19,0.06,0.0765,0.036,,,
718,I,0.18,0.125,,0.0265,0.0095,0.0055,0.0085,4.0
719,,0.15,0.1,,,0.0045,0.004,0.005,2.0
720,,,0.11,,0.018,0.0065,0.0055,,3.0
721,M,0.555,,0.16,1.0575,0.3925,0.228,0.293,13.0
722,M,0.555,0.44,0.15,1.092,,0.212,0.4405,15.0
723,M,0.525,0.41,0.13,0.99,,,,15.0
724,M,0.465,0.36,0.08,0.488,0.191,,,11.0
725,F,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17.0
726,M,,0.305,,0.297,0.108,0.0705,0.1,10.0
727,F,0.48,0.375,,0.525,0.2185,0.1195,0.155,12.0
728,M,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13.0
729,F,0.52,0.4,0.12,0.6515,,,0.165,15.0
730,M,0.525,,,0.8295,0.2405,0.1825,0.275,11.0
731,,0.545,0.42,0.13,,0.374,0.1695,0.23,13.0
732,M,0.52,0.4,0.12,,0.298,0.1805,0.265,15.0
733,,,,0.13,0.656,0.227,0.1785,0.22,13.0
734,M,0.525,0.425,0.12,0.8665,,,0.29,18.0
735,,0.51,0.39,0.125,,0.262,0.1835,0.175,
736,M,0.52,,0.115,0.669,,0.172,0.205,12.0
737,F,0.52,0.405,0.125,0.6435,,0.1735,0.21,12.0
738,,0.535,0.41,0.135,0.862,0.2855,0.1525,,14.0
739,,0.445,0.345,0.09,0.3795,0.143,,0.125,10.0
740,,0.53,0.44,0.205,0.835,0.32,,0.245,14.0
741,F,0.36,0.265,0.09,0.2065,0.078,0.057,,8.0
742,F,0.535,,0.15,0.7365,0.2785,0.186,0.215,14.0
743,F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17.0
744,M,0.53,0.415,0.13,0.8425,0.275,,0.265,20.0
745,F,0.53,0.42,0.13,1.001,0.34,,0.265,17.0
746,,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17.0
747,,0.52,0.385,0.14,,0.2485,0.2035,0.16,9.0
748,M,0.535,0.42,,0.8055,0.301,0.181,0.28,14.0
749,M,0.695,0.515,0.175,1.5165,,,,
750,F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13.0
751,M,0.485,0.355,0.12,0.547,,0.1615,0.14,10.0
752,F,0.605,0.46,0.17,1.122,,0.3045,0.315,13.0
753,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13.0
754,,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20.0
755,M,0.62,0.505,0.185,1.5275,0.69,,,13.0
756,,0.615,0.525,0.155,,0.367,0.236,,20.0
757,F,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15.0
758,M,0.57,,,,0.4775,,,
759,M,0.57,,0.12,1.0615,0.348,0.167,,15.0
760,M,0.585,0.405,0.15,1.2565,0.435,,0.325,15.0
761,F,0.55,0.44,0.155,0.946,0.313,0.1825,,
762,F,0.54,,,,0.2385,0.221,0.3,17.0
763,M,,0.51,,1.613,,0.361,0.47,
764,F,,0.47,0.145,1.153,0.403,0.296,,14.0
765,M,0.545,0.45,,0.978,0.3365,0.1905,0.3,11.0
766,,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13.0
767,M,0.345,,,0.197,0.0665,0.05,,9.0
768,F,0.55,0.43,,,0.289,0.227,0.233,
769,F,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17.0
770,F,0.53,0.455,0.165,0.9805,0.3155,0.2815,,
771,I,,0.375,,,0.2,,0.17,8.0
772,M,0.385,,0.115,,0.0975,0.0825,0.085,
773,M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9.0
774,,0.49,0.38,,0.7605,0.245,0.167,0.185,10.0
775,M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11.0
776,,,0.385,0.145,0.6775,0.236,0.179,0.2,
777,M,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13.0
778,M,,0.35,,0.5755,0.2015,0.1505,,
779,F,0.47,0.36,,0.537,0.1725,0.1375,0.195,15.0
780,M,,,0.165,,0.3505,0.237,0.3,
781,M,0.505,0.385,0.15,0.6415,,0.152,0.215,
782,M,0.515,0.435,0.145,0.8815,,0.206,,10.0
783,I,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6.0
784,I,0.215,0.155,0.06,,,0.0165,0.015,5.0
785,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15.0
786,F,0.515,,0.13,0.5755,,0.13,0.1845,9.0
787,M,0.495,,0.135,0.709,0.211,0.1375,,12.0
788,F,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9.0
789,F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,
790,,0.57,,0.16,0.8935,0.3145,0.2575,0.263,10.0
791,F,0.485,0.375,,0.556,,0.1315,0.1685,10.0
792,M,0.47,0.37,,0.51,0.1915,0.1285,0.1625,9.0
793,,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12.0
794,,0.58,0.465,0.16,1.0345,0.315,0.26,,12.0
795,M,,0.405,0.145,0.695,0.215,0.1635,0.234,
796,,0.53,,,0.7155,,0.1685,0.214,11.0
797,M,0.44,0.335,,0.394,,,0.122,9.0
798,M,0.52,,0.16,0.745,0.255,0.157,0.2885,
799,F,,0.345,0.11,0.3665,0.125,0.081,0.117,11.0
800,M,,0.34,0.135,0.495,,0.117,0.185,
801,,0.45,0.335,0.125,0.349,0.119,,0.115,10.0
802,M,0.425,0.33,,0.4405,0.152,0.0935,,
803,I,0.37,,0.1,0.22,0.094,0.045,0.065,7.0
804,M,0.515,0.38,,0.6615,0.2875,0.2095,,10.0
805,,0.405,0.305,0.12,0.3185,0.1235,,0.095,7.0
806,,0.28,0.205,0.07,,0.041,0.03,0.03,6.0
807,F,0.48,0.4,,,0.2125,0.179,0.24,15.0
808,F,,,0.13,,0.153,,0.13,
809,F,,0.41,0.115,0.807,0.2855,,0.235,
810,M,0.505,,0.14,0.875,0.2665,,0.285,12.0
811,F,0.49,,,,0.165,0.1315,0.205,21.0
812,I,0.235,0.175,0.055,,,0.0125,0.018,6.0
813,I,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5.0
814,I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7.0
815,I,,0.25,0.08,0.1735,,0.0345,0.049,7.0
816,,,0.25,0.08,0.183,,0.04,0.0575,
817,I,0.35,0.27,0.09,0.2055,,0.0575,,6.0
818,I,0.35,0.25,0.07,,0.0655,0.048,0.054,6.0
819,I,0.36,0.3,0.085,,0.1185,0.064,0.0745,7.0
820,I,0.365,0.275,0.135,0.24,0.108,0.0445,,7.0
821,I,0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,6.0
822,,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7.0
823,I,0.385,,0.095,,0.143,0.0635,0.086,6.0
824,,0.385,0.3,,0.2895,0.1215,0.063,0.09,7.0
825,I,0.395,0.29,0.095,0.319,,,,7.0
826,I,0.395,0.29,,0.304,0.127,0.084,0.077,6.0
827,I,,0.31,0.1,0.306,0.13,0.06,0.094,
828,I,0.41,0.325,0.1,,0.208,0.0655,0.106,6.0
829,,0.415,,,0.3735,,,0.109,7.0
830,M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6.0
831,I,0.425,,0.1,0.398,0.1185,0.0645,,6.0
832,I,,0.365,0.115,0.501,0.2435,0.084,0.1465,9.0
833,,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7.0
834,I,,0.325,0.1,,,,0.089,7.0
835,I,0.45,0.35,0.13,0.547,0.245,,0.1405,8.0
836,M,0.47,0.375,0.12,0.5805,0.266,,0.169,8.0
837,I,0.475,0.365,0.125,0.5465,,0.1185,0.172,9.0
838,F,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8.0
839,I,0.485,0.355,,0.498,0.2175,0.096,,9.0
840,M,,0.385,0.125,0.609,0.3065,0.096,,8.0
841,F,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9.0
842,M,,0.4,,0.5975,,,0.166,9.0
843,M,0.505,0.44,,,0.3415,0.1855,0.239,8.0
844,M,,,0.13,0.7635,,0.1425,,8.0
845,M,0.54,,0.125,0.891,0.4815,0.1915,0.202,9.0
846,F,0.54,,0.14,0.805,,0.1725,0.21,11.0
847,F,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,
848,F,0.55,,0.125,0.923,0.4035,0.175,0.283,
849,M,0.55,0.45,,1.0145,0.407,,0.2875,10.0
850,F,0.55,,0.15,0.875,0.362,0.1755,0.2765,10.0
851,M,0.555,0.435,,0.9685,0.4985,0.168,,9.0
852,M,0.565,,0.155,1.0595,0.4735,0.24,0.265,10.0
853,M,0.57,0.455,0.15,,0.3895,0.2155,0.2745,9.0
854,,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,
855,,0.575,0.465,,,,0.1815,0.2705,9.0
856,M,,0.475,0.165,1.077,0.4545,0.244,0.3095,9.0
857,M,0.59,0.46,0.13,1.102,0.455,,,12.0
858,F,0.595,,0.15,1.11,0.498,0.228,0.33,10.0
859,F,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,
860,,,0.475,,1.1405,,0.231,0.271,6.0
861,F,0.595,0.465,0.14,1.113,0.5175,0.244,,12.0
862,M,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11.0
863,F,0.6,,0.155,1.21,0.653,0.1695,0.3205,
864,,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11.0
865,F,0.605,,0.175,1.382,0.609,0.2325,0.3985,10.0
